post_id,post_date,event_date,post_title,record_type,seq_no,time_raw,time_start,time_end,place_raw,place_primary,venue_raw,march_raw,march_start,march_end,march_waypoints,is_pre_march,parent_seq_no,event_name,personnel_raw,personnel_count,control_time_raw,control_section_raw,control_method_raw,crowd_focus_points,parse_ok,source_url
smpa-00298465,2023.9.6,2023.9.7,오늘의 집회 230907 목,assembly,1,14:00~16:00,14:00,16:00,을지로2가 ⇄ 탑골공원 <을지로2가>,을지로2가 ⇄ 탑골공원 <을지로2가>,,,,,,FALSE,,,300명,300,,,,을지로2가 ⇄ 탑골공원 <을지로2가>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298465
smpa-00298465,2023.9.6,2023.9.7,오늘의 집회 230907 목,assembly,2,17:00~18:30,17:00,18:30,시청 동편 앞 <태평로1가>,시청 동편 앞 <태평로1가>,,,,,,FALSE,,,200명,200,,,,시청 동편 앞 <태평로1가>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298465
smpa-00298465,2023.9.6,2023.9.7,오늘의 집회 230907 목,assembly,3,11:00~13:00,11:00,13:00,전쟁기념관 앞 <용산동>,전쟁기념관 앞 <용산동>,,,,,,FALSE,,,400명,400,,,,전쟁기념관 앞 <용산동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298465
smpa-00298465,2023.9.6,2023.9.7,오늘의 집회 230907 목,assembly,4,19:30~21:00,19:30,21:00,서울역 북측 계단 <봉래동>,서울역 북측 계단 <봉래동>,,,,,,FALSE,,,500명,500,,,,서울역 북측 계단 <봉래동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298465
smpa-00298465,2023.9.6,2023.9.7,오늘의 집회 230907 목,assembly,5,15:00~20:00,15:00,20:00,대검찰청 앞 <서초동>,대검찰청 앞 <서초동>,,,,,,FALSE,,,400명,400,,,,대검찰청 앞 <서초동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298465
smpa-00298465,2023.9.6,2023.9.7,오늘의 집회 230907 목,assembly,6,19:00~20:00,19:00,20:00,세종문화회관 앞 인도 <세종대로>,세종문화회관 앞 인도 <세종대로>,,,,,,FALSE,,,300명,300,,,,세종문화회관 앞 인도 <세종대로>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298465
smpa-00298465,2023.9.6,2023.9.7,오늘의 집회 230907 목,assembly,7,18:00~19:00,18:00,19:00,서울교대 정문 ⇄ 서이초교 사거리 <서초동>,서울교대 정문 ⇄ 서이초교 사거리 <서초동>,,,,,,FALSE,,,200명,200,,,,서울교대 정문 ⇄ 서이초교 사거리 <서초동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298465
smpa-00298465,2023.9.6,2023.9.7,오늘의 집회 230907 목,assembly,8,12:00~14:00,12:00,14:00,개풍교차로～무교동교차로 인도 및 1개차로 ⇄ 서울광장 서편 <태평로1가>,개풍교차로～무교동교차로 인도 및 1개차로 ⇄ 서울광장 서편 <태평로1가>,,,,,,FALSE,,,300명,300,,,,개풍교차로～무교동교차로 인도 및 1개차로 ⇄ 서울광장 서편 <태평로1가>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298465
smpa-00298465,2023.9.6,2023.9.7,오늘의 집회 230907 목,assembly,9,14:00~16:00,14:00,16:00,서울역 광장 ⟶ 시민열린마당 <봉래동>,서울역 광장 ⟶ 시민열린마당 <봉래동>,,,,,,FALSE,,,100명,100,,,,서울역 광장 ⟶ 시민열린마당 <봉래동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298465
smpa-00298465,2023.9.6,2023.9.7,오늘의 집회 230907 목,assembly,10,08:30~10:00,8:30,10:00,건영섬유 앞 → 경문고 교차로 <사당동>,건영섬유 앞,,,,,,FALSE,,,100명,100,,,,건영섬유 앞,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298465
smpa-00298465,2023.9.6,2023.9.7,오늘의 집회 230907 목,assembly,11,11:00~13:00,11:00,13:00,신영와코루 본사 ⇄ 가산디지털단지역 <가산동>,신영와코루 본사 ⇄ 가산디지털단지역 <가산동>,,,,,,FALSE,,,150명,150,,,,신영와코루 본사 ⇄ 가산디지털단지역 <가산동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298465
smpa-00298465,2023.9.6,2023.9.7,오늘의 집회 230907 목,assembly,12,10:00~11:00,10:00,11:00,평강제일교회 정문 앞 <오류동>,평강제일교회 정문 앞 <오류동>,,,,,,FALSE,,,400명,400,,,,평강제일교회 정문 앞 <오류동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298465
smpa-00298420,2023.9.5,2023.9.6,오늘의 집회 230906 수,assembly,1,09:00~19:00,9:00,19:00,덕수궁 돌담길 <정동>,덕수궁 돌담길 <정동>,,,,,,FALSE,,,100명,100,,,,덕수궁 돌담길 <정동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298420
smpa-00298420,2023.9.5,2023.9.6,오늘의 집회 230906 수,assembly,2,10:00~11:00,10:00,11:00,서울시청 서편 앞 <태평로1가>,서울시청 서편 앞 <태평로1가>,,,,,,FALSE,,,100명,100,,,,서울시청 서편 앞 <태평로1가>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298420
smpa-00298420,2023.9.5,2023.9.6,오늘의 집회 230906 수,assembly,3,09:00~14:00,9:00,14:00,건국대학교 후문 앞 <화양동>,건국대학교 후문 앞 <화양동>,,,,,,FALSE,,,150명,150,,,,건국대학교 후문 앞 <화양동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298420
smpa-00298420,2023.9.5,2023.9.6,오늘의 집회 230906 수,assembly,4,08:00~09:00,8:00,9:00,아현역 1‧2‧3‧4出 앞 <북아현동>,아현역 1‧2‧3‧4出 앞 <북아현동>,,,,,,FALSE,,,80명,80,,,,아현역 1‧2‧3‧4出 앞 <북아현동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298420
smpa-00298420,2023.9.5,2023.9.6,오늘의 집회 230906 수,assembly,5,13:00~14:00,13:00,14:00,뉴코아아울렛 앞 <서초동>,뉴코아아울렛 앞 <서초동>,,,,,,FALSE,,,50명,50,,,,뉴코아아울렛 앞 <서초동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298420
smpa-00298420,2023.9.5,2023.9.6,오늘의 집회 230906 수,assembly,6,16:00~22:00,16:00,22:00,구로역3出 앞 광장 <구로동>,구로역3出 앞 광장 <구로동>,,,,,,FALSE,,,200명,200,,,,구로역3出 앞 광장 <구로동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298420
smpa-00298420,2023.9.5,2023.9.6,오늘의 집회 230906 수,assembly,7,12:00~13:00,12:00,13:00,국세청 북측 인도 및 1개차로 <수송동>,국세청 북측 인도 및 1개차로 <수송동>,,,,,,FALSE,,,200명,200,,,,국세청 북측 인도 및 1개차로 <수송동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298420
smpa-00298420,2023.9.5,2023.9.6,오늘의 집회 230906 수,assembly,8,14:00~15:00,14:00,15:00,연합뉴스 앞 인도 및 1개차로 ⟶ 소녀상 <수송동>,연합뉴스 앞 인도 및 1개차로 ⟶ 소녀상 <수송동>,,,,,,FALSE,,,150명,150,,,,연합뉴스 앞 인도 및 1개차로 ⟶ 소녀상 <수송동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298420
smpa-00298420,2023.9.5,2023.9.6,오늘의 집회 230906 수,assembly,9,14:00~18:00,14:00,18:00,양우건설 앞 <영등포동>,양우건설 앞 <영등포동>,,,,,,FALSE,,,80명,80,,,,양우건설 앞 <영등포동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298420
smpa-00298420,2023.9.5,2023.9.6,오늘의 집회 230906 수,assembly,10,17:00~18:00,17:00,18:00,평강제일교회 정문 앞 <오류동>,평강제일교회 정문 앞 <오류동>,,,,,,FALSE,,,400명,400,,,,평강제일교회 정문 앞 <오류동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298420
smpa-00298385,2023.9.4,2023.9.5,오늘의 집회 230905 화,assembly,1,14:00~16:30,14:00,16:30,광교 남단 → 서울역 3出 <남대문로1가 등>,광교 남단,,,,,,FALSE,,,"5,500명",5500,,,,광교 남단,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298385
smpa-00298385,2023.9.4,2023.9.5,오늘의 집회 230905 화,assembly,2,12:00~14:00,12:00,14:00,IFC ONE 앞 <여의도동>,IFC ONE 앞 <여의도동>,,,,,,FALSE,,,300명,300,,,,IFC ONE 앞 <여의도동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298385
smpa-00298385,2023.9.4,2023.9.5,오늘의 집회 230905 화,assembly,3,19:00~21:00,19:00,21:00,청량리역 광장 <전농동>,청량리역 광장 <전농동>,,,,,,FALSE,,,300명,300,,,,청량리역 광장 <전농동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298385
smpa-00298385,2023.9.4,2023.9.5,오늘의 집회 230905 화,assembly,4,07:00~10:00,7:00,10:00,포스코센터 앞 <대치동>,포스코센터 앞 <대치동>,,,,,,FALSE,,,100명,100,,,,포스코센터 앞 <대치동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298385
smpa-00298385,2023.9.4,2023.9.5,오늘의 집회 230905 화,assembly,5,18:30~20:00,18:30,20:00,"충정로역, 혜화역 등 6개소 ⟶ 광화문광장 세 6개소","충정로역, 혜화역 등 6개소 ⟶ 광화문광장 세 6개소",,,,,,FALSE,,,,,,,,"충정로역, 혜화역 등 6개소 ⟶ 광화문광장 세 6개소",TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298385
smpa-00298305,2023.9.1,2023.9.4,오늘의 집회 230904 월,assembly,1,08:00~18:00,8:00,18:00,시청 서소문 별관 앞 <정동>,시청 서소문 별관 앞 <정동>,,,,,,FALSE,,,100명,100,,,,시청 서소문 별관 앞 <정동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298305
smpa-00298305,2023.9.1,2023.9.4,오늘의 집회 230904 월,assembly,2,06:00~07:00,6:00,7:00,태영건설 CP4 5게이트 앞 <마곡동>,태영건설 CP4 5게이트 앞 <마곡동>,,,,,,FALSE,,,"1,000명",1000,,,,태영건설 CP4 5게이트 앞 <마곡동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298305
smpa-00298305,2023.9.1,2023.9.4,오늘의 집회 230904 월,assembly,3,16:30~18:00,16:30,18:00,의사당역 2出 앞 편도 全차로 <여의도동>,의사당역 2出 앞 편도 全차로 <여의도동>,,,,,,FALSE,,,"20,000명",20000,,,,의사당역 2出 앞 편도 全차로 <여의도동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298305
smpa-00298305,2023.9.1,2023.9.4,오늘의 집회 230904 월,assembly,4,10:00~11:00,10:00,11:00,평강제일교회 정문 앞 도로 <오류동>,평강제일교회 정문 앞 도로 <오류동>,,,,,,FALSE,,,400명,400,,,,평강제일교회 정문 앞 도로 <오류동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298305
smpa-00299077,2023.9.27,2023.9.30,오늘의 집회 230930 토,assembly,1,14:00~17:00,14:00,17:00,대한문 앞 <세종대로>,대한문 앞 <세종대로>,,,,,,FALSE,,,"1,000명",1000,,,,대한문 앞 <세종대로>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=102&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00299077
smpa-00298304,2023.9.1,2023.9.3,오늘의 집회 230903 일,assembly,1,15:00~18:00,15:00,18:00,교보빌딩 앞 1개차로 <세종대로>,교보빌딩 앞 1개차로 <세종대로>,,,,,,FALSE,,,500명,500,,,,교보빌딩 앞 1개차로 <세종대로>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298304
smpa-00298304,2023.9.1,2023.9.3,오늘의 집회 230903 일,assembly,2,13:00~19:00,13:00,19:00,정부서울청사 후문 인도 및 1개차로 <적선동>,정부서울청사 후문 인도 및 1개차로 <적선동>,,,,,,FALSE,,,300명,300,,,,정부서울청사 후문 인도 및 1개차로 <적선동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298304
smpa-00298304,2023.9.1,2023.9.3,오늘의 집회 230903 일,assembly,3,13:00~16:00,13:00,16:00,전쟁기념관 앞 인도 <용산동>,전쟁기념관 앞 인도 <용산동>,,,,,,FALSE,,,100명,100,,,,전쟁기념관 앞 인도 <용산동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298304
smpa-00298304,2023.9.1,2023.9.3,오늘의 집회 230903 일,assembly,4,14:00~17:00,14:00,17:00,전태일다리 ⟶ 고용노동청 <청계천로>,전태일다리 ⟶ 고용노동청 <청계천로>,,,,,,FALSE,,,70명,70,,,,전태일다리 ⟶ 고용노동청 <청계천로>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298304
smpa-00298304,2023.9.1,2023.9.3,오늘의 집회 230903 일,assembly,5,10:00~11:00,10:00,11:00,평강제일교회 정문 앞 도로 <오류동>,평강제일교회 정문 앞 도로 <오류동>,,,,,,FALSE,,,400명,400,,,,평강제일교회 정문 앞 도로 <오류동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=105&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298304
smpa-00299076,2023.9.27,2023.9.29,오늘의 집회 230929 금,assembly,1,11:00~11:30,11:00,11:30,세종호텔 앞 <명동>,세종호텔 앞 <명동>,,,,,,FALSE,,,100명,100,,,,세종호텔 앞 <명동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=102&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00299076
smpa-00299075,2023.9.27,2023.9.28,오늘의 집회 230928 목,assembly,1,10:00~11:00,10:00,11:00,평강성서유물박물관 앞 이면도로 <오류동>,평강성서유물박물관 앞 이면도로 <오류동>,,,,,,FALSE,,,500명,500,,,,평강성서유물박물관 앞 이면도로 <오류동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=102&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00299075
smpa-00299049,2023.9.26,2023.9.27,오늘의 집회 230927 수,assembly,1,10:00~11:00,10:00,11:00,서울역 앞 <봉래동>,서울역 앞 <봉래동>,,,,,,FALSE,,,100명,100,,,,서울역 앞 <봉래동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00299049
smpa-00299049,2023.9.26,2023.9.27,오늘의 집회 230927 수,assembly,2,11:00~18:00,11:00,18:00,금감원 앞 <여의도동>,금감원 앞 <여의도동>,,,,,,FALSE,,,500명,500,,,,금감원 앞 <여의도동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00299049
smpa-00299049,2023.9.26,2023.9.27,오늘의 집회 230927 수,assembly,3,12:00~13:00,12:00,13:00,국세청 북측 인도 및 1개차로 <수송동>,국세청 북측 인도 및 1개차로 <수송동>,,,,,,FALSE,,,200명,200,,,,국세청 북측 인도 및 1개차로 <수송동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00299049
smpa-00299049,2023.9.26,2023.9.27,오늘의 집회 230927 수,assembly,4,19:00~20:00,19:00,20:00,평강성서유물 박물관 앞 <오류동>,평강성서유물 박물관 앞 <오류동>,,,,,,FALSE,,,500명,500,,,,평강성서유물 박물관 앞 <오류동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00299049
smpa-00299017,2023.9.25,2023.9.26,오늘의 집회 230926 화,assembly,1,19:00~20:00,19:00,20:00,구로구청 앞 <구로동>,구로구청 앞 <구로동>,,,,,,FALSE,,,200명,200,,,,구로구청 앞 <구로동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00299017
smpa-00299017,2023.9.25,2023.9.26,오늘의 집회 230926 화,assembly,2,09:00~,,,정곡빌딩 남관 앞 인도 및 1차로 <서초동>,정곡빌딩 남관 앞 인도 및 1차로 <서초동>,,,,,,FALSE,,,"1,000명",1000,,,,정곡빌딩 남관 앞 인도 및 1차로 <서초동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00299017
smpa-00299017,2023.9.25,2023.9.26,오늘의 집회 230926 화,assembly,3,09:00~,,,정곡빌딩 북관 앞∼법원삼거리∼서초역 인도 및 1차로 <서초동>,정곡빌딩 북관 앞∼법원삼거리∼서초역 인도 및 1차로 <서초동>,,,,,,FALSE,,,"2,000명",2000,,,,정곡빌딩 북관 앞∼법원삼거리∼서초역 인도 및 1차로 <서초동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00299017
smpa-00299017,2023.9.25,2023.9.26,오늘의 집회 230926 화,assembly,4,09:00~,,,정곡빌딩 서관 앞 인도 및 1차로 <서초동>,정곡빌딩 서관 앞 인도 및 1차로 <서초동>,,,,,,FALSE,,,100명,100,,,,정곡빌딩 서관 앞 인도 및 1차로 <서초동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00299017
smpa-00298966,2023.9.22,2023.9.25,오늘의 집회 230925 월,assembly,1,08:00~18:30,8:00,18:30,국회 및 의사당대로 일대 <여의도>,국회 및 의사당대로 일대 <여의도>,,,,,,FALSE,,,100명,100,,,,국회 및 의사당대로 일대 <여의도>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298966
smpa-00298966,2023.9.22,2023.9.25,오늘의 집회 230925 월,assembly,2,14:00~17:00,14:00,17:00,국민은행 서관 → 한경협 <여의도동>,국민은행 서관,,,,,,FALSE,,,500명,500,,,,국민은행 서관,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298966
smpa-00298966,2023.9.22,2023.9.25,오늘의 집회 230925 월,assembly,3,19:00~20:00,19:00,20:00,국민은행 동·서관 앞 <여의도>,국민은행 동·서관 앞 <여의도>,,,,,,FALSE,,,500명,500,,,,국민은행 동·서관 앞 <여의도>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298966
smpa-00298966,2023.9.22,2023.9.25,오늘의 집회 230925 월,assembly,4,10:30~14:00,10:30,14:00,정곡빌딩 동관 앞 <서초동>,정곡빌딩 동관 앞 <서초동>,,,,,,FALSE,,,100명,100,,,,정곡빌딩 동관 앞 <서초동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298966
smpa-00298966,2023.9.22,2023.9.25,오늘의 집회 230925 월,assembly,5,18:00~19:30,18:00,19:30,서울동부구치소 앞 <문정동>,서울동부구치소 앞 <문정동>,,,,,,FALSE,,,"1,000명",1000,,,,서울동부구치소 앞 <문정동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298966
smpa-00298966,2023.9.22,2023.9.25,오늘의 집회 230925 월,assembly,6,12:00~12:30,12:00,12:30,국민건강보험 성동지부 앞 <마장동>,국민건강보험 성동지부 앞 <마장동>,,,,,,FALSE,,,60명,60,,,,국민건강보험 성동지부 앞 <마장동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298966
smpa-00298966,2023.9.22,2023.9.25,오늘의 집회 230925 월,assembly,7,14:00~16:00,14:00,16:00,강동구청 앞 <성내동>,강동구청 앞 <성내동>,,,,,,FALSE,,,50명,50,,,,강동구청 앞 <성내동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298966
smpa-00298966,2023.9.22,2023.9.25,오늘의 집회 230925 월,assembly,8,10:00~11:00,10:00,11:00,평강성서유물박물관 앞 이면도로 <오류동>,평강성서유물박물관 앞 이면도로 <오류동>,,,,,,FALSE,,,500명,500,,,,평강성서유물박물관 앞 이면도로 <오류동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298966
smpa-00298965,2023.9.22,2023.9.24,오늘의 집회 230924 일,assembly,1,15:00~17:40,15:00,17:40,중계근린공원 → 육군사관학교 앞 <중계동 등>,중계근린공원,,,,,,FALSE,,,600명,600,,,,중계근린공원,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298965
smpa-00298965,2023.9.22,2023.9.24,오늘의 집회 230924 일,assembly,2,14:00~17:40,14:00,17:40,화랑대 철도공원 입구 앞 인도 <공릉동>,화랑대 철도공원 입구 앞 인도 <공릉동>,,,,,,FALSE,,,50명,50,,,,화랑대 철도공원 입구 앞 인도 <공릉동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298965
smpa-00298965,2023.9.22,2023.9.24,오늘의 집회 230924 일,assembly,3,15:00~18:00,15:00,18:00,교보빌딩 앞 1개차로 <세종대로>,교보빌딩 앞 1개차로 <세종대로>,,,,,,FALSE,,,500명,500,,,,교보빌딩 앞 1개차로 <세종대로>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298965
smpa-00298965,2023.9.22,2023.9.24,오늘의 집회 230924 일,assembly,4,13:00~15:00,13:00,15:00,GS건설 본사 앞 인도 및 2개차로 <공평동>,GS건설 본사 앞 인도 및 2개차로 <공평동>,,,,,,FALSE,,,"1,000명",1000,,,,GS건설 본사 앞 인도 및 2개차로 <공평동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298965
smpa-00298965,2023.9.22,2023.9.24,오늘의 집회 230924 일,assembly,5,09:00~10:00,9:00,10:00,평강성서유물박물관 앞 이면도로 <오류동>,평강성서유물박물관 앞 이면도로 <오류동>,,,,,,FALSE,,,500명,500,,,,평강성서유물박물관 앞 이면도로 <오류동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298965
smpa-00298964,2023.9.22,2023.9.23,오늘의 집회 230923 토,assembly,1,13:00~14:00,13:00,14:00,적선교차로∼정부서울청사 북측 <적선동>,적선교차로∼정부서울청사 북측 <적선동>,,,,,,FALSE,,,"1,000명",1000,,,,적선교차로∼정부서울청사 북측 <적선동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298964
smpa-00298964,2023.9.22,2023.9.23,오늘의 집회 230923 토,assembly,2,12:00~14:00,12:00,14:00,국민은행 남대문지점 앞 <태평로1가>,국민은행 남대문지점 앞 <태평로1가>,,,,,,FALSE,,,"10,000명",10000,,,,국민은행 남대문지점 앞 <태평로1가>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298964
smpa-00298964,2023.9.22,2023.9.23,오늘의 집회 230923 토,assembly,3,14:00~17:00,14:00,17:00,산업은행 측면 → 국민의힘 <여의도동>,산업은행 측면,,,,,,FALSE,,,"3,000명",3000,,,,산업은행 측면,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298964
smpa-00298964,2023.9.22,2023.9.23,오늘의 집회 230923 토,assembly,4,12:30~13:30,12:30,13:30,시청 동편 1개차로 → 시청역 7出 <태평로1가>,시청 동편 1개차로,,,,,,FALSE,,,200명,200,,,,시청 동편 1개차로,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298964
smpa-00298964,2023.9.22,2023.9.23,오늘의 집회 230923 토,assembly,5,15:00~21:00,15:00,21:00,전쟁기념관 북문 앞 3개차로 <용산동>,전쟁기념관 북문 앞 3개차로 <용산동>,,,,,,FALSE,,,"10,000명",10000,,,,전쟁기념관 북문 앞 3개차로 <용산동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=103&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00298964
