noft_ocrn_dt,crtr_ymd,noft_se_cd,noft_se_nm,noft_ttl,noft_cn,nonstop_yn,upbdnb_se,xcse_sitn_bgng_dt,xcse_sitn_end_dt,line_nm_lst,stn_sctn_cd_lst
2025-07-01T06:22:34,20250701,6,기타,"1,3호선 특정장애인단체 시위 사전안내","서울교통공사에서 알려드립니다.
오늘 08:00부터 3호선, 12:00부터 1호선, 16:00부터 3호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다.  07-01 06:22:34",Y,,2025-07-01T08:00:00,,"1호선, 3호선",
2025-07-01T11:57:11,20250701,6,기타,"1,3호선 특정장애인단체 시위 사전안내","서울교통공사에서 알려드립니다.
오늘 12:00부터 1호선, 16:00부터 3호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 07-01 11:57:11",Y,,2025-07-01T12:00:00,,"1호선, 3호선",
2025-07-01T18:23:15,20250701,6,기타,3호선 특정장애인단체 전일 사전안내,"서울교통공사에서 알려드립니다.
내일 08시부터 3호선에서 「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 수 있으니, 열차 이용에 참고하여 주시기 바랍니다. 07-01 18:23:15",Y,,2025-07-02T08:00:00,,3호선,
2025-07-02T06:45:44,20250702,6,기타,3호선 특정장애인단체 사전 안내,"서울교통공사에서 알려드립니다.
오늘 8시부터 3호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 07-02 06:45:44",Y,,2025-07-02T08:00:00,,3호선,
2025-07-02T08:12:34,20250702,6,기타,3호선 특정장애인단체  안내,"서울교통공사에서 알려드립니다.
현재 3호선에서 「특정장애인단체」의 열차운행방해 시위가 진행되고 있습니다. 이로 인해 3호선 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 07-02 08:12:34",Y,,2025-07-02T08:12:34,,3호선,
2025-07-02T20:08:51,20250702,2,차량고장,3호선 코레일 차량고장 관련 열차지연,"서울교통공사에서 알려드립니다.
현재 3호선 매봉역 코레일 차량고장은 조치되었으나 이로 인해 3호선 상, 하선 열차가 순차적으로 지연 되고 있습니다. 열차 이용에 참고하여 주시기 바랍니다. 07-02 20:08:51",N,"상행, 하행",,,3호선,0333
2025-07-04T06:31:04,20250704,6,기타,3호선 특정장애인단체 사전 안내,"서울교통공사에서 알려드립니다.
오늘 8시부터 3호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 07-04 06:31:04",Y,,2025-07-04T08:00:00,,3호선,
2025-07-04T08:03:32,20250704,4,시설장애,2호선 서울대입구역 신호장애,"현재 2호선 서울대입구역 신호장애로 내,외선 열차가 지연되고 있습니다. 
열차 이용에 참고하시기 바랍니다. 07-04 08:03:32",N,"내선, 외선",,,2호선,0228
2025-07-04T12:01:28,20250704,4,시설장애,2호선 신호장애 조치완료,"2호선 서울대입구역 신호장애는 조치완료 되었으나 여파로 내,외선열차가 지연되고 있습니다.
열차 이용에 참고하시기 바랍니다. 07-04 12:01:28",N,"내선, 외선",,,2호선,0228
2025-07-08T11:06:54,20250708,6,기타,1호선 특정장애인단체 사전 안내,"서울교통공사에서 알려드립니다.
오늘 15시부터 1호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다 07-08 11:06:54",Y,,2025-07-08T15:00:00,,1호선,
2025-07-15T14:03:09,20250715,6,기타,1호선 특정장애인단체 시위 안내,"서울교통공사에서 알려드립니다.
현재 1호선에서 「특정장애인단체」의 시위가 진행되고 있습니다. 이로 인해 1호선 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 07-15 14:03:09",Y,,2025-07-15T14:03:09,,1호선,
2025-07-16T18:30:00,20250716,6,기타,3호선 특정장애인단체 사전 안내,"서울교통공사에서 알려드립니다.
내일 8시부터 3호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다.  07-16 18:30:00",Y,,2025-07-17T08:00:00,,3호선,
2025-07-17T06:09:03,20250717,6,기타,3호선 특정장애인단체 사전 안내,"서울교통공사에서 알려드립니다.
금일 8시부터 3호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다.  07-17 06:09:03",Y,,2025-07-17T08:00:00,,3호선,
2025-07-22T09:00:50,20250722,6,기타,1호선 특정장애인단체 사전 안내,"서울교통공사에서 알려드립니다.
오늘 14시부터 1호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 07-22 09:00:50",Y,,2025-07-22T14:00:00,,1호선,
2025-07-23T17:36:17,20250723,5,단순지연,7호선 장암 도봉산방면 열차 지연,"7호선 온수역에서 발생한 신호장애 조치 관계로 장암, 도봉산방면 열차가 정시보다 지연되어 운행되고 있습니다.
열차 이용에 불편을 드려 대단히 죄송합니다. 07-23 17:36:17",N,,,,7호선,2752
2025-07-29T07:00:00,20250729,6,기타,1호선 특정장애인단체 사전 안내,"서울교통공사에서 알려드립니다.
오늘 14시부터 1호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다.  07-29 07:00:00",Y,,2025-07-29T14:00:00,,1호선,
2025-08-05T06:55:54,20250805,6,기타,1호선 특정장애인단체 사전 안내,"서울교통공사에서 알려드립니다.
오늘 14시부터 1호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 08-05 06:55:54",Y,,2025-08-05T14:00:00,,1호선,
2025-08-12T12:01:12,20250812,6,기타,1호선 특정장애인단체 사전 안내,"서울교통공사에서 알려드립니다.
오늘 14시부터 1호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다.  08-12 12:01:12",Y,,2025-08-12T14:00:00,,1호선,
2025-08-18T08:39:16,20250818,6,기타,4호선 특정장애인단체 시위로 명동역 무정차 통과,"서울교통공사에서 알려드립니다.
오늘 08:32분부터 4호선 명동역「특정장애인단체」의 시위로 인해 명동역 상, 하선 열차가 무정차 통과하고 있습니다.  이 점 참고하여 열차를 이용해 주시기 바랍니다.  08-18 08:39:16",Y,"상행, 하행",,,4호선,0424
2025-08-18T09:34:56,20250818,6,기타,"4호선 명동역 무정차 통과 종료, 열차 정상운행","서울교통공사에서 알려드립니다.
「특정장애인단체」의 열차운행 방해 불법시위로 인한 4호선 명동역 상,하선 열차의 무정차 통과는 09:32부로 종료되어 정상 운행 중입니다. 08-18 09:34:56",Y,"상행, 하행",,2025-08-18T09:32:00,4호선,0424
2025-08-18T18:03:33,20250818,6,기타,1호선 특정장애인단체 시위 전일 사전 안내,"서울교통공사에서 알려드립니다.
내일 14시부터 1호선에서 「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 수 있으니, 열차 이용에 참고하여 주시기 바랍니다. 08-18 18:03:33",Y,,2025-08-19T14:00:00,,1호선,
2025-08-19T06:01:19,20250819,6,기타,1호선 특정장애인단체 사전 안내,"서울교통공사에서 알려드립니다.
오늘 14시부터 1호선에서 「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 수 있으니, 열차 이용에 참고하여 주시기 바랍니다. 08-19 06:01:19",Y,,2025-08-19T14:00:00,,1호선,
2025-08-26T12:00:00,20250826,6,기타,1호선 특정장애인단체 사전 안내,"서울교통공사에서 알려드립니다.
오늘 14시부터 1호선에서 「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 수 있으니, 열차 이용에 참고하여 주시기 바랍니다. 08-26 12:00:00",Y,,2025-08-26T14:00:00,,1호선,
2025-09-01T16:34:45,20250901,1,화재,2호선 합정역 승강장 연기발생으로 무정차 통과 중,"서울교통공사에서 알려드립니다.
현재 2호선 합정역 승강장 승객이 소지한 배터리에서 연기발새으로 무정차 통과 중에 있습니다.
합정역을 이용하시는 고객께서는 이점 참고하시여 열차를 이용하시기 바랍니다. 09-01 16:34:45",Y,,,,2호선,0238
2025-09-01T17:14:07,20250901,6,기타,2호선 합정역 무정차 통과 종료,"서울교통공사에서 알려드립니다.
현재 2호선 합정역 승강장 승객이 소지한 배터리에서 연기발생으로인한 무정차 통과가 종료되어 열차정상운행하고 있습니다
합정역을 이용하시는 고객께서는 이점 참고하시여 열차를 이용하시기 바랍니다.  09-01 17:14:07",Y,,,2025-09-01T17:14:07,2호선,0238
2025-09-02T07:01:10,20250902,6,기타,1호선 특정장애인단체 시위 사전 안내,"서울교통공사에서 알려드립니다.
오늘 14시부터 1호선에서 「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 수 있으니, 열차 이용에 참고하여 주시기 바랍니다. 09-02 07:01:10",Y,,2025-09-02T14:00:00,,1호선,
2025-09-05T06:07:50,20250905,4,시설장애,2호선 성수역 선로전환기 장애,"서울교통공사에서 알려드립니다.
2호선 성수역 선로전환기 장애로 인하여 내,외선 열차가 지연 운행되고 있습니다.
열차 이용에 참고하시기 바랍니다. 09-05 06:07:50",N,"내선, 외선",,,2호선,0211
2025-09-05T08:49:13,20250905,6,기타,4호선 특정장애인단체 불법 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서「특정장애인단체」의 열차 운행방해 불법시위가 진행되고 있습니다. 이로 인해 4호선 열차운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차 운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 09-05 08:49:13",Y,,2025-09-05T08:49:13,,4호선,
2025-09-05T10:27:34,20250905,6,기타,4호선 남태령역 무정차 통과 종료,"서울교통공사에서 알려드립니다.
현재「특정장애인단체」의 불법 시위로 인한 4호선 남태령역(상선) 무정차 통과는 종료 되었습니다. 09-05 10:27:34",Y,상행,,2025-09-05T10:27:34,4호선,0434
2025-09-09T13:09:13,20250909,6,기타,1호선 특정장애인단체 시위 사전 안내,"서울교통공사에서 알려드립니다.
오늘 14시부터 1호선에서 「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 수 있으니, 열차 이용에 참고하여 주시기 바랍니다.  09-09 13:09:13",Y,,2025-09-09T14:00:00,,1호선,
2025-09-16T13:36:51,20250916,6,기타,2호선 특정장애인단체 시위 사전 안내,"서울교통공사에서 알려드립니다.
오늘 14시부터 2호선에서 「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 수 있으니, 열차 이용에 참고하여 주시기 바랍니다. 09-16 13:36:51",Y,,2025-09-16T14:00:00,,2호선,
2025-09-26T13:34:00,20250926,8,임시시간표,25년도 추석명절 연휴기간 열차운행계획 조정 알림,"2025년도 추석명절 연휴기간 열차운행계획 조정 알림

가. 시행기간: ’25. 10. 5.(일) ~ 10. 8.(수) / 4일간
    ※ ‘25. 10. 3.(금), 10. 4.(토), 10. 9.(금) 휴일 열차운행계획 적용
나. 대상호선: 2~ 8호선
다. 조정내용: 추석 연휴기간의 수송수요를 반영한 열차운행계획 조정
   - 열차운행횟수: 2,339회(휴일 대비 288회/일 감축운행)
라. 심야 연장운행: 미 실시",N,,2025-10-05T05:00:00,2025-10-08T23:59:00,"2호선, 3호선, 4호선, 5호선, 6호선, 7호선, 8호선",
2025-09-27T18:23:37,20250927,6,기타,5호선 여의나루역 무정차 통과,[2025년 서울세계불꽃축제] 관련 5호선 여의나루역 인파밀집으로 안전을 위해 무정차 통과중입니다. 열차이용에 참고하세요.[서울교통공사] 09-27 18:23:37,Y,,,,5호선,2528
2025-09-27T21:08:20,20250927,6,기타,5호선 여의나루역 무정차 통과종료,"[2025년 서울세계불꽃축제] 관련 여의나루역 무정차 통과 종료 및 5호선 전 열차 정상운행, 열차이용에 참고하세요[서울교통공사] 09-27 21:08:20",Y,,,2025-09-27T21:08:20,5호선,2528
2025-10-10T06:49:10,20251010,5,단순지연,5호선 열차지연,오늘 06시 31경 5호선 방화방면 열차 명일역에서 차량고장으로 후속열차와 구원연결중으로 방화방면 열차가 지연 운행 중입니다. 열차이용에 불편을 드려 대단히 죄송합니다.[서울교통공사]  10-10 06:49:10,N,,,,5호선,2552
2025-10-14T07:14:54,20251014,2,차량고장,7호선 차량고장,"오늘 06:48경 7호선 철산역에서 장암행 열차 차량고장이 발생하여 조치 중, 바쁘신 고객께서는 다른 교통편을 이용해 주시기 바랍니다. 10-14 07:14:54",N,,,,7호선,2749
2025-10-22T07:33:44,20251022,2,차량고장,4호선(안산선) 코레일구간 차량고장,코레일 구간 신길온천~안산역 간 차량고장으로 4호선 상선 열차가 지연운행되고 있습니다. 열차 이용에 참고하시기 바랍니다. 10-22 07:33:44,N,상행,,,4호선,"1760, 1759"
2025-10-30T18:19:04,20251030,7,정규시간표,"1호선 한국철도공사 열차운행계획(평일, 휴일) 일부 조정 알림","1호선 한국철도공사 열차운행계획(평일) 일부 조정 알림
-시행일시: 25.11.1.(화) 첫차부터
-조정열차: 서울교통공사 및 한국철도공사 평일휴일 영업열차
(경부, 경인, 경원선)
-조정내용: 열차운행계획 조정",N,,2025-11-01T04:00:00,,1호선,
2025-10-31T22:59:24,20251031,6,기타,6호선 이태역 핼러윈데이 다중인원 밀집으로 무정차통과 실시,현재 핼러윈데이 관련 다중인파밀집으로 6호선 이태원역(상/하선) 지하철 무정차 통과중입니다. 해당 구간 이용고객은 열차 이용에 참고하세요.[서울교통공사] 10-31 22:59:24,Y,하행,,,6호선,2631
2025-11-01T00:44:34,20251101,6,기타,6호선 이태원역 무정차통과 안내,오늘 6호선 이태원역 열차 무정차 통과는 지하철 운행 종료시까지 시행합니다. 열차 이용에 참고하세요. [서울교통공사]  11-01 00:44:34,Y,,,,6호선,2631
2025-11-04T06:00:00,20251104,6,기타,1호선 특정장애인단체 시위 사전 안내,"서울교통공사에서 알려드립니다.
오늘 08시부터 1호선에서 「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다.
 11-04 06:00:00",Y,,2025-11-04T08:00:00,,1호선,
2025-11-04T08:07:24,20251104,6,기타,1호선 특정장애인단체 불법 시위 안내,"서울교통공사에서 알려드립니다.
현재 1호선에서「특정장애인단체」의 열차 운행방해 불법시위가 진행되고 있습니다. 이로 인해 1호선 열차운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차 운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 11-04 08:07:24",Y,,2025-11-04T08:07:24,,1호선,
2025-11-04T10:11:27,20251104,6,기타,1호선 서울역 특정장애인단체 불법시위로 열차 무정차 통과,"현재 1호선 서울역 상, 하선 특정장애인단체 불법시위로 상, 하선 열차 무정차 통과 중입니다. 해당역을 이용하실 고객께서는 인근역에서 하차하여 다른 교통편을 이용하여 주시기 바랍니다. 11-04 10:11:27",Y,"상행, 하행",,,1호선,0150
2025-11-04T10:57:38,20251104,6,기타,1호선 서울역 열차 무정차 통과 종료,"1호선 서울역 특정장애인단체 불법시위로 인한 상, 하선 열차 무정차 통과는 10:49부로 종료되어 열차 정상운행 중입니다. 11-04 10:57:38",Y,"상행, 하행",,2025-11-04T10:49:00,1호선,0150
2025-11-13T18:32:43,20251113,7,정규시간표,1호선 열차운행계획 일부 조정,"수원발 KTX 개통 관련 공사기간 확보를 위해 경부장한선 일부열차를 일부 조정합니다.
가. 시행일시: ’25.11.14.(금) 첫차부터 ~ ’26.2.28.(토)
※ 공사 종료 후 현행 열차운행계획 원복 예정, 공사 종료일 변동 가능  
 나. 조정열차: 한국철도공사 경부장항선 평일·휴일 영업열차
다. 조정내용
- 상행열차: 평택역 출발 ~ 서정리역 도착 구간 시각 변경
- 하행열차: 오산역 출발 ~ 서정리역 도착 구간 시각 변경 ",N,,2025-11-14T04:00:00,,1호선,
2025-11-14T08:49:35,20251114,6,기타,또타지하철 앱 서비스 일시 중단 안내,"금일 또타지하철 앱 서비스 개선을 위한 장비 이전 작업으로 서비스가 일시 중단됨을 알려 드립니다. 
중단일시: '25. 11. 14.(금) 09:00 ~ '25. 11. 15.(토) 18:00
※ 작업시간은 상황에 따라 연장 또는 단축될 수 있습니다.",N,,,,,
2025-11-15T19:35:05,20251115,6,기타,5호선 여의나루역 무정차통과 안내,현재 한강 불빛 공연(드론라이트쇼) 다중인파밀집으로 5호선 여의나루역(상/하선) 지하철 무정차 통과중입니다. 해당 구간 이용고객은 열차 이용에 참고하세요.[서울교통공사]  11-15 19:35:05,Y,하행,,,5호선,2528
2025-11-15T20:17:01,20251115,6,기타,5호선 여의나루역 무정차통과 종료,"한강 불빛 공연(드론라이트쇼) 다중인파밀집으로 실시한 5호선 여의나루역(상/하선) 지하철 무정차 통과는 20:15분부로 종료, 해당 구간 이용고객은 열차 이용에 참고하세요.[서울교통공사] 11-15 20:17:01",Y,하행,,2025-11-15T20:15:00,5호선,2528
2025-11-17T08:14:03,20251117,6,기타,4호선 혜화역 하선 특정장애인단체 불법시위로 열차 무정차 통과,현재 4호선 혜화역 특정장애인단체 불법시위로 하선 열차 무정차 통과 중입니다. 해당역을 이용하실 고객께서는 인근역에서 하차하여 다른 교통편을 이용하여 주시기 바랍니다. 11-17 08:14:03,Y,하행,,,4호선,0420
2025-11-17T09:33:01,20251117,6,기타,4호선 혜화역 하선 열차 무정차 통과 종료,4호선 혜화역 특정장애인단체 불법시위로 인한 하선 열차 무정차 통과는 09:30분부로 종료되어 열차 정상운행 중입니다. 11-12 09:13:09 11-17 09:33:01,Y,하행,,2025-11-17T09:30:00,4호선,0420
2025-11-18T08:33:02,20251118,6,기타,4호선 길음역 하선 특정장애인단체 불법시위로 열차 무정차 통과,현재 4호선 길음역 하선 특정장애인단체 불법시위로 열차 무정차 통과 중입니다. 해당역을 이용하실 고객께서는 인근역에서 하차하여 다른 교통편을 이용하여 주시기 바랍니다. 11-18 08:33:02,Y,하행,,,4호선,0417
2025-11-18T08:58:14,20251118,6,기타,4호선 길음역 하선 열차 무정차 통과 종료,4호선 길음역 하선 특정장애인단체 불법시위로 인한 하선 열차 무정차 통과는 08:56 부로 종료되어 열차 정상운행 중입니다. 11-18 08:58:14,Y,하행,,2025-11-18T08:56:00,4호선,0417
2025-11-18T09:18:38,20251118,6,기타,5호선 광화문역 무정차 통과 종료,[특정장애인단체 불법시위]관련 5호선 광화문역 무정차 통과는 종료되어 5호선 전 열차 정상운행합니다. 열차 이용에 참고바랍니다. 11-18 09:18:38,Y,,,2025-11-18T09:18:38,5호선,2534
2025-11-18T10:34:11,20251118,6,기타,4호선 동작역 하선 무정차 통과,[특정장애인단체 불법시위] 관련 4호선 동작역 10:28부터 하선 열차가 무정차 통과 중입니다. 열차 이용에 참고바랍니다.  11-18 10:34:11,Y,하행,,,4호선,0431
2025-11-18T10:56:43,20251118,6,기타,4호선 동작역 하행선 무정차 통과 종료,[특정장애인단체 불법시위]관련 4호선 동작역 하행선 무정차 통과는 종료되어 정상운행 합니다. 열차 이용에 참고바랍니다.  11-18 10:56:43,Y,하행,,2025-11-18T10:56:43,4호선,0431
2025-11-25T06:39:25,20251125,5,단순지연,4호선(안산선) 코레일 작업차 궤도이탈로 열차 지연,"서울교통공사에서 알려드립니다.
현재 4호선 안산선 코레일 시흥차량기지 구내 작업차 궤도이탈로 
인해 상,하선 열차 운행이 지연되고 있습니다.
이점 참고하여 열차를 이용해 주시기 바랍니다. 11-25 06:39:25",N,"상행, 하행",,,4호선,
2025-11-25T08:08:48,20251125,6,기타,4호선(안산선) 코레일 작업차 궤도이탈 조치완료,"서울교통공사에서 알려드립니다.
현재 4호선 안산선 코레일 시흥차량기지 구내 작업차 궤도이탈은 조치완료 되었으나 사고 여파로 
상,하선 열차 운행이 순연되고 있습니다. 11-25 08:08:48",N,"상행, 하행",,,4호선,
2025-11-25T08:24:56,20251125,6,기타,"4호선 특정장애인단체 불법 시위로 인한 혜화, 한성대입구역(하선) 무정차 통과",[특정장애인단체 불법시위] 관련 4호선 혜화역 08:24부터 하선(동대문 방향) 열차가 무정차 통과 중입니다. 열차 이용에 참고바랍니다. 11-25 08:24:56,Y,하행,,,4호선,0420
2025-11-25T08:51:52,20251125,6,기타,4호선 혜화역 하선 열차 무정차 통과 종료,[특정장애인단체 불법시위]관련 4호선 혜화역 하행선 무정차 통과는 종료되어 정상운행 합니다. 열차 이용에 참고바랍니다 11-25 08:51:52,Y,하행,,2025-11-25T08:51:52,4호선,0420
2025-11-26T08:46:46,20251126,6,기타,5호선 특정장애인단체 불법시위 무정차통과,5호선 특정 장애인 단체 지하철 타기 불법시위로 08:38부터 여의나루역(방화행)무정차 통과 합니다. 11-26 08:46:46,Y,,,,5호선,2528
2025-11-26T09:10:36,20251126,6,기타,5호선 여의나루역 무정차 통과종료,[특정장애인단체 불법시위]관련 5호선 여의나루역 무정차 통과는 09:08부로 종료하며 5호선 전 열차 정상운행합니다. 열차 이용에 참고바랍니다. 11-26 09:10:36,Y,,,2025-11-26T09:08:00,5호선,2528
2025-11-27T08:25:21,20251127,6,기타,4호선 혜화역 하선 열차 무정차 통과 중,현재 집회시위로 인해 4호선 혜화역 하행(오이도행) 열차 무정차 통과 중이오니 이용에 참고하시기 바랍니다. [서울교통공사] 11-27 08:25:21,Y,하행,,,4호선,0420
2025-11-27T08:53:05,20251127,6,기타,4호선 혜화역 하선 열차 무정차 통과 종료,[특정장애인단체 불법시위] 관련 4호선 혜화역 하행선 무정차 통과는 종료되어 정상운행 합니다. 열차 이용에 참고바랍니다. 11-27 08:53:05,Y,하행,,2025-11-27T08:53:05,4호선,0420
2025-12-01T06:03:35,20251201,6,기타,노동조합 준법운행,"서울교통공사에서 알려드립니다.
노동조합의 준법운행으로 인해 1~8호선 일부 열차의 운행이 지연될 수 있습니다.
이용에 불편을 드려 대단히 죄송합니다. 12-01 06:03:35",N,,,,"1호선, 2호선, 3호선, 4호선, 5호선, 6호선, 7호선, 8호선",
2025-12-02T06:41:27,20251202,6,기타,노동조합 준법 운행,"서울교통공사에서 알려드립니다.
노동조합의 준법 운행으로 인해 1~8호선 일부 열차의 운행이 지연될 수 있습니다.
이용에 불편을 드려 대단히 죄송합니다. 12-02 06:41:27",N,,,,"1호선, 2호선, 3호선, 4호선, 5호선, 6호선, 7호선, 8호선",
2025-12-03T06:24:48,20251203,6,기타,노동조합 준법운행,"서울교통공사에서 알려드립니다.
노동조합의 준법 운행으로 인해 1~8호선 일부 열차의 운행이 지연될 수 있습니다.
이용에 불편을 드려 대단히 죄송합니다. 12-03 06:24:48",N,,,,"1호선, 2호선, 3호선, 4호선, 5호선, 6호선, 7호선, 8호선",
2025-12-05T06:01:03,20251205,6,기타,1~8호선 출근 혼잡시간(R/H) 30분 연장운행,서울지역 강설로 인한 시민불편 최소화를 위해 서울교통공사에서는 1~8호선 출근시간대 열차운행시간(07~09시)을 30분 연장(07시~09시 30분)하여 증편운행하오니 열차이용에 참고하시기 바랍니다. 12-05 06:01:03,N,,,,"1호선, 2호선, 3호선, 4호선, 5호선, 6호선, 7호선, 8호선",
2025-12-09T11:35:05,20251211,6,기타,1호선 특정장애인단체 시위 사전 안내,"서울교통공사에서 알려드립니다.
오늘 14시부터 1호선에서 「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-09 11:35:05",Y,,2025-12-09T14:00:00,,1호선,
2025-12-11T08:41:35,20251211,6,기타,4호선 혜화역 하선 열차 무정차 통과,현재 집회시위로 인해 4호선 혜화역 하선 열차 무정차 통과 중이오니 이용에 참고하시기 바랍니다. 12-11 08:41:35,Y,하행,,,4호선,0420
2025-12-11T09:05:07,20251216,6,기타,4호선 혜화역 하선 열차 무정차 통과 종료,[특정장애인단체 불법시위] 관련 4호선 혜화역 하행선 무정차 통과는 종료되어 정상운행 합니다. 열차 이용에 참고바랍니다. 12-11 09:05:07,Y,하행,,2025-12-11T09:05:07,4호선,0420
2025-12-19T05:42:45,20251219,2,차량고장,5호선 차량고장으로 마천행 열차 지연운행,5호선 강동역에서 차량고장으로  마천방면 열차가 지연운행되고 있습니다. 열차 이용에 불편을 드려 대단히 죄송합니다. 12-19 05:42:45,N,,,,5호선,2549
2025-12-19T05:56:19,20251219,2,차량고장,5호선 차량고장 조치완료,5호선 마천방면 차량고장은 조치완료 되었습니다. 열차이용에 참고하시기 바랍니다.  12-19 05:56:19,N,,,,5호선,
